Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.418879,4.35864,7.41177,-16.7699,-0.576772,18.3439
0.418879,5.0292,9.33039,-21.1205,-0.770739,23.1025
0.418879,5.69976,11.446,-25.9187,-0.988977,28.3507
0.418879,6.37032,13.8907,-31.4638,-1.24311,34.4161
0.436332,0.33528,0.476998,-1.01731,0.0276791,1.12393
0.436332,1.00584,1.0631,-2.28156,-0.00856661,2.5171
0.436332,1.6764,1.9005,-4.09056,-0.0736061,4.5111
0.436332,2.34696,2.99241,-6.45152,-0.168888,7.11373
0.436332,3.01752,4.33073,-9.34702,-0.294354,10.3058
0.436332,3.68808,5.91545,-12.777,-0.450009,14.0872
0.436332,4.35864,7.72747,-16.7003,-0.634285,18.4124
0.436332,5.0292,9.71435,-21.0035,-0.842371,23.1565
0.436332,5.69976,11.8996,-25.7371,-1.07566,28.3753
0.436332,6.37032,14.4258,-31.2096,-1.3472,34.4087
0.453786,0.33528,0.510957,-1.04295,0.0241049,1.16164
0.453786,1.00584,1.12657,-2.31308,-0.0168682,2.57289
0.453786,1.6764,2.00112,-4.12002,-0.0884613,4.58115
0.453786,2.34696,3.13492,-6.46468,-0.19185,7.18726
0.453786,3.01752,4.52173,-9.33421,-0.326949,10.3769
0.453786,3.68808,6.17302,-12.7523,-0.494681,14.1765
0.453786,4.35864,8.04512,-16.6288,-0.691494,18.4857
0.453786,5.0292,10.0964,-20.8776,-0.913147,23.2087
0.453786,5.69976,12.3547,-25.5557,-1.16152,28.4091
0.453786,6.37032,14.9552,-30.9432,-1.4495,34.3983
0.471239,0.33528,0.547411,-1.07058,0.0204332,1.20259
0.471239,1.00584,1.19119,-2.34254,-0.0253464,2.62813
0.471239,1.6764,2.10302,-4.14653,-0.103466,4.65049
0.471239,2.34696,3.27835,-6.47384,-0.214843,7.25978
0.471239,3.01752,4.72037,-9.33078,-0.359952,10.463
0.471239,3.68808,6.43125,-12.7217,-0.539147,14.2651
0.471239,4.35864,8.36199,-16.5496,-0.748161,18.5573
0.471239,5.0292,10.4765,-20.7429,-0.983028,23.2592
0.471239,5.69976,12.8072,-25.3659,-1.2462,28.4431
0.471239,6.37032,15.4786,-30.665,-1.54995,34.385
0.488692,0.33528,0.585141,-1.09756,0.0165964,1.24391
0.488692,1.00584,1.2569,-2.36989,-0.0339866,2.68279
0.488692,1.6764,2.2061,-4.17002,-0.1186,4.71911
0.488692,2.34696,3.42359,-6.48086,-0.23791,7.33342
0.488692,3.01752,4.92131,-9.32503,-0.392999,10.5513
0.488692,3.68808,6.68986,-12.6848,-0.583364,14.3527
0.488692,4.35864,8.67791,-16.4628,-0.804248,18.6273
0.488692,5.0292,10.8542,-20.5996,-1.05197,23.308
0.488692,5.69976,13.2559,-25.1656,-1.32956,28.4744
0.488692,6.37032,15.9959,-30.3751,-1.6485,34.3691
0.506145,0.33528,0.623814,-1.12326,0.012591,1.28492
0.506145,1.00584,1.3246,-2.39686,-0.042806,2.73885
0.506145,1.6764,2.31029,-4.19046,-0.133846,4.78699
0.506145,2.34696,3.57497,-6.49354,-0.261366,7.4172
0.506145,3.01752,5.12306,-9.31415,-0.425962,10.6386
0.506145,3.68808,6.94872,-12.6417,-0.627301,14.4392
0.506145,4.35864,8.99269,-16.3684,-0.859717,18.6957
0.506145,5.0292,11.2295,-20.4477,-1.11994,23.3552
0.506145,5.69976,13.702,-24.9573,-1.41169,28.5062
0.506145,6.37032,16.5245,-30.1058,-1.74696,34.387
0.523599,0.33528,0.663373,-1.14764,0.00842718,1.32559
0.523599,1.00584,1.39521,-2.42495,-0.0518414,2.79816
0.523599,1.6764,2.41547,-4.2078,-0.149184,4.85411
0.523599,2.34696,3.72746,-6.50213,-0.284862,7.50019
0.523599,3.01752,5.3255,-9.2981,-0.458814,10.725
0.523599,3.68808,7.20767,-12.5924,-0.670925,14.5248
0.523599,4.35864,9.30617,-16.2664,-0.914531,18.7626
0.523599,5.0292,11.6121,-20.3045,-1.18791,23.4206
0.523599,5.69976,14.1687,-24.7823,-1.49504,28.5858
0.523599,6.37032,17.0652,-29.8558,-1.84555,34.4383
0.541052,0.33528,0.70376,-1.17062,0.00411547,1.36589
0.541052,1.00584,1.46698,-2.45088,-0.0610323,2.85702
0.541052,1.6764,2.52391,-4.22593,-0.164747,4.92501
0.541052,2.34696,3.88093,-6.50658,-0.308374,7.58237
0.541052,3.01752,5.52849,-9.27687,-0.491525,10.8105
0.541052,3.68808,7.46658,-12.5368,-0.714203,14.6093
0.541052,4.35864,9.63014,-16.177,-0.969856,18.8514
0.541052,5.0292,12.0031,-20.1705,-1.25603,23.5053
0.541052,5.69976,14.6328,-24.5967,-1.57724,28.6637
0.541052,6.37032,17.6017,-29.5941,-1.94253,34.4877
0.558505,0.33528,0.74678,-1.19515,-0.000334252,1.40928
0.558505,1.00584,1.53981,-2.47461,-0.0703641,2.91542
0.558505,1.6764,2.63542,-4.24424,-0.180532,4.99916
0.558505,2.34696,4.03528,-6.50686,-0.331878,7.66374
0.558505,3.01752,5.73191,-9.25044,-0.524068,10.895
0.558505,3.68808,7.73492,-12.4905,-0.758047,14.7111
0.558505,4.35864,9.95696,-16.086,-1.02497,18.946
0.558505,5.0292,12.3924,-20.0276,-1.3233,23.5887
0.558505,5.69976,15.094,-24.4006,-1.65824,28.7397
0.558505,6.37032,18.1335,-29.3209,-2.03784,34.5354
0.575959,0.33528,0.790854,-1.21851,-0.00493393,1.45266
0.575959,1.00584,1.61364,-2.49608,-0.0798224,2.97332
0.575959,1.6764,2.74801,-4.25935,-0.196404,5.07269
0.575959,2.34696,4.1904,-6.50293,-0.355351,7.74427
0.575959,3.01752,5.94007,-9.2257,-0.556832,10.9867
0.575959,3.68808,8.00574,-12.4412,-0.801807,14.8162
0.575959,4.35864,10.283,-15.9871,-1.07948,19.0392
0.575959,5.0292,12.7798,-19.8758,-1.38966,23.6707
0.575959,5.69976,15.5521,-24.1941,-1.73799,28.814
0.575959,6.37032,18.6606,-29.0363,-2.13145,34.5813
0.593412,0.33528,0.8358,-1.24044,-0.00967404,1.49577
0.593412,1.00584,1.68839,-2.51525,-0.0893923,3.0307
0.593412,1.6764,2.86157,-4.27121,-0.212341,5.14557
0.593412,2.34696,4.34616,-6.49475,-0.378768,7.82396
0.593412,3.01752,6.15315,-9.20231,-0.589848,11.0857
0.593412,3.68808,8.27676,-12.3853,-0.845249,14.9203
0.593412,4.35864,10.608,-15.8805,-1.13337,19.1312
0.593412,5.0292,13.1652,-19.7154,-1.45509,23.7515
0.593412,5.69976,16.0069,-23.9773,-1.81646,28.8865
0.593412,6.37032,19.1826,-28.7406,-2.22332,34.6257
0.610865,0.33528,0.881561,-1.26089,-0.0145441,1.53857
0.610865,1.00584,1.76407,-2.5322,-0.099064,3.08769
0.610865,1.6764,2.976,-4.27977,-0.228326,5.21777
0.610865,2.34696,4.50631,-6.48787,-0.402454,7.90957
0.610865,3.01752,6.36677,-9.17344,-0.622701,11.1837
0.610865,3.68808,8.54783,-12.3228,-0.888341,15.0235
0.610865,4.35864,10.9318,-15.7661,-1.1866,19.2219
0.610865,5.0292,13.5484,-19.5462,-1.51954,23.8311
0.610865,5.69976,16.4582,-23.7502,-1.8936,28.9574
0.610865,6.37032,19.6995,-28.4338,-2.31341,34.6684
0.628319,0.33528,0.928078,-1.27981,-0.0195333,1.58102
0.628319,1.00584,1.8434,-2.55075,-0.108988,3.14902
0.628319,1.6764,3.0912,-4.28501,-0.244339,5.28928
0.628319,2.34696,4.66971,-6.48023,-0.426312,7.99883
0.628319,3.01752,6.58079,-9.13903,-0.655364,11.2809
0.628319,3.68808,8.81877,-12.2536,-0.931051,15.1257
0.628319,4.35864,11.2542,-15.6439,-1.23912,19.3113
0.628319,5.0292,13.9292,-19.3683,-1.58298,23.9094
0.628319,5.69976,16.9169,-23.5287,-1.97069,29.0459
0.628319,6.37032,20.244,-28.1621,-2.40562,34.7666
0.645772,0.33528,0.975681,-1.2977,-0.0246407,1.62376
0.645772,1.00584,1.92363,-2.56689,-0.11901,3.2099
0.645772,1.6764,3.20708,-4.28687,-0.26036,5.36008
0.645772,2.34696,4.83377,-6.46811,-0.450105,8.08729
0.645772,3.01752,6.79506,-9.09907,-0.687807,11.3771
0.645772,3.68808,9.08942,-12.1777,-0.973345,15.227
0.645772,4.35864,11.5751,-15.5141,-1.29091,19.3994
0.645772,5.0292,14.3224,-19.2022,-1.64712,24.0119
0.645772,5.69976,17.3869,-23.3165,-2.04819,29.1575
0.645772,6.37032,20.7851,-27.8794,-2.49632,34.8642
0.663225,0.33528,1.02556,-1.31606,-0.0298962,1.66874
0.663225,1.00584,2.00469,-2.58057,-0.129113,3.27029
0.663225,1.6764,3.32638,-4.28902,-0.276607,5.4348
0.663225,2.34696,4.99836,-6.45148,-0.473807,8.17494
0.663225,3.01752,7.00943,-9.05353,-0.720002,11.4724
0.663225,3.68808,9.3596,-12.0952,-1.01519,15.3273
0.663225,4.35864,11.9081,-15.3944,-1.3435,19.5089
0.663225,5.0292,14.7184,-19.0333,-1.71087,24.121
0.663225,5.69976,17.8539,-23.0935,-2.12447,29.2675
0.663225,6.37032,21.322,-27.5849,-2.58541,34.9605
0.680678,0.33528,1.07618,-1.33281,-0.0352578,1.71342
0.680678,1.00584,2.08649,-2.59175,-0.139282,3.33016
0.680678,1.6764,3.44794,-4.28972,-0.292985,5.51142
0.680678,2.34696,5.16334,-6.4303,-0.497395,8.26174
0.680678,3.01752,7.22375,-9.00238,-0.75192,11.5668
0.680678,3.68808,9.63413,-12.0121,-1.05711,15.4346
0.680678,4.35864,12.2414,-15.2687,-1.39558,19.6197
0.680678,5.0292,15.1123,-18.855,-1.77365,24.2289
0.680678,5.69976,18.3178,-22.8598,-2.19947,29.376
0.680678,6.37032,21.8543,-27.2786,-2.67283,35.0553
0.698132,0.33528,1.12749,-1.34792,-0.0407146,1.75778
0.698132,1.00584,2.16894,-2.60039,-0.149502,3.38949
0.698132,1.6764,3.5701,-4.28686,-0.309351,5.58735
0.698132,2.34696,5.32859,-6.40455,-0.520844,8.34766
0.698132,3.01752,7.43942,-8.94748,-0.783699,11.6626
0.698132,3.68808,9.90951,-11.924,-1.09872,15.5431
0.698132,4.35864,12.5732,-15.1347,-1.44694,19.7292
0.698132,5.0292,15.5037,-18.6675,-1.83543,24.3354
0.698132,5.69976,18.7782,-22.6154,-2.27316,29.483
