Cl,0.0000,0.2000,0.4000,0.6000,0.8000
10.5000000,1.1225000,1.1452000,1.1330000,0.7332000,0.6089000
11.0000000,1.1665000,1.1821000,1.1293000,0.7135000,0.6318000
11.5000000,1.2056000,1.2219000,1.1164000,0.7001000,0.6599000
12.0000000,1.2453000,1.2573000,1.0959000,0.6833000,0.6583314
12.5000000,1.2833000,1.2765000,1.0645000,0.6873000,0.6567628
13.0000000,1.3151000,1.2881000,1.0254000,0.6967000,0.6551941
13.5000000,1.3276000,1.3020000,0.9823000,0.6991000,0.6536255
14.0000000,1.3502000,1.3096000,0.9372000,0.7131000,0.6520569
15.0000000,1.3809000,1.3045000,0.8306000,0.7473000,0.6489197
16.0000000,1.3853000,1.2518000,0.7572000,0.7416072,0.6457824
17.0000000,1.3336000,1.1668000,0.7881000,0.7359143,0.6426452
18.0000000,1.2685000,1.0801000,0.8091500,0.7302215,0.6395079
19.0000000,1.1885000,0.9814000,0.8385000,0.7245286,0.6363707
20.0000000,1.1154000,0.5546000,0.8785000,0.7188358,0.6332335
30.0000000,0.9479748,0.6834000,0.8281105,0.7353466,0.6856122
40.0000000,0.8721922,0.7111656,0.7992399,0.7427815,0.7125120
50.0000000,0.7752154,0.6800809,0.7321152,0.6987596,0.6808763
60.0000000,0.6335242,0.5826068,0.6104563,0.5926039,0.5830325
70.0000000,0.4469134,0.4249563,0.4369658,0.4292674,0.4251399
80.0000000,0.2285514,0.2231508,0.2261047,0.2242111,0.2231959
90.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
100.0000000,-0.1599860,-0.1562055,-0.1582733,-0.1569478,-0.1562371
110.0000000,-0.3128394,-0.2974694,-0.3058761,-0.3004871,-0.2975979
120.0000000,-0.4434670,-0.4078247,-0.4273194,-0.4148227,-0.4081228
130.0000000,-0.5426508,-0.4760566,-0.5124806,-0.4891317,-0.4766134
140.0000000,-0.6105345,-0.4978159,-0.5594679,-0.5199471,-0.4987584
150.0000000,-0.6635824,-0.4783800,-0.5796773,-0.5147426,-0.4799285
160.0000000,-0.7331220,-0.3189200,-0.6149500,-0.5031850,-0.4432634
170.0000000,-0.3665610,-0.1594600,-0.3074750,-0.3487400,-0.4016783
180.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
