Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.541052,1.00584,3.84655,-6.35261,-2.8766,7.96407
0.541052,1.6764,0.98944,-1.63876,-0.465121,1.96999
0.541052,2.34696,1.7668,-2.92987,-0.619599,3.47702
0.541052,3.01752,2.92169,-4.84832,-0.830535,5.72122
0.541052,3.68808,4.4413,-7.37321,-1.07462,8.67433
0.541052,4.35864,6.3342,-10.5189,-1.34701,12.3525
0.541052,5.0292,8.57004,-14.235,-1.63824,16.6962
0.541052,5.69976,11.0623,-18.3777,-1.93274,21.5371
0.541052,6.37032,13.8899,-23.0784,-2.24642,27.0294
0.558505,0.33528,3.43343,-5.37104,-7.07535,9.5235
0.558505,1.00584,3.9571,-6.28235,-2.88146,7.96426
0.558505,1.6764,1.0182,-1.62131,-0.466599,1.97056
0.558505,2.34696,1.81815,-2.89878,-0.62222,3.47789
0.558505,3.01752,3.0065,-4.79683,-0.834826,5.72238
0.558505,3.68808,4.5701,-7.2948,-1.0811,8.67576
0.558505,4.35864,6.51775,-10.4069,-1.35622,12.3541
0.558505,5.0292,8.81815,-14.0832,-1.65065,16.6979
0.558505,5.69976,11.3824,-18.1816,-1.94874,21.539
0.558505,6.37032,14.2916,-22.8318,-2.26647,27.0311
0.575959,0.33528,3.52826,-5.30659,-7.07754,9.52366
0.575959,1.00584,4.0664,-6.21014,-2.88626,7.96442
0.575959,1.6764,1.04666,-1.60335,-0.46806,1.97112
0.575959,2.34696,1.86896,-2.86678,-0.624812,3.47876
0.575959,3.01752,3.09042,-4.74384,-0.839071,5.72352
0.575959,3.68808,4.69753,-7.21414,-1.08751,8.67717
0.575959,4.35864,6.69935,-10.2917,-1.36533,12.3557
0.575959,5.0292,9.0636,-13.927,-1.66293,16.6996
0.575959,5.69976,11.6991,-17.9799,-1.96457,21.5408
0.575959,6.37032,14.689,-22.5783,-2.2863,27.0328
0.593412,0.33528,3.62197,-5.24043,-7.07968,9.5238
0.593412,1.00584,4.17443,-6.13601,-2.89099,7.96457
0.593412,1.6764,1.0748,-1.58488,-0.469505,1.97167
0.593412,2.34696,1.9192,-2.83387,-0.627375,3.47962
0.593412,3.01752,3.17341,-4.68936,-0.843268,5.72466
0.593412,3.68808,4.82355,-7.13123,-1.09385,8.67857
0.593412,4.35864,6.87892,-10.1733,-1.37433,12.3574
0.593412,5.0292,9.30631,-13.7666,-1.67507,16.7012
0.593412,5.69976,12.0123,-17.7727,-1.98022,21.5426
0.593412,6.37032,15.0819,-22.3177,-2.3059,27.0345
0.610865,0.33528,3.71453,-5.17258,-7.08178,9.52392
0.610865,1.00584,4.28113,-6.05998,-2.89566,7.96469
0.610865,1.6764,1.10262,-1.56591,-0.470931,1.97221
0.610865,2.34696,1.96888,-2.80008,-0.629908,3.48047
0.610865,3.01752,3.25544,-4.63342,-0.847415,5.72579
0.610865,3.68808,4.94812,-7.0461,-1.10012,8.67996
0.610865,4.35864,7.05642,-10.0518,-1.38323,12.359
0.610865,5.0292,9.5462,-13.6019,-1.68706,16.7029
0.610865,5.69976,12.3218,-17.56,-1.99568,21.5445
0.610865,6.37032,15.4703,-22.0504,-2.32527,27.0362
0.628319,0.33528,3.80591,-5.10305,-7.08384,9.52402
0.628319,1.00584,4.38649,-5.98207,-2.90026,7.9648
0.628319,1.6764,1.13011,-1.54644,-0.47234,1.97275
0.628319,2.34696,2.01796,-2.7654,-0.632409,3.48131
0.628319,3.01752,3.3365,-4.57603,-0.851511,5.7269
0.628319,3.68808,5.0712,-6.95877,-1.10631,8.68133
0.628319,4.35864,7.23178,-9.9271,-1.39202,12.3606
0.628319,5.0292,9.78319,-13.433,-1.6989,16.7045
0.628319,5.69976,12.6276,-17.3419,-2.01095,21.5463
0.628319,6.37032,15.8539,-21.7762,-2.3444,27.0378
0.645772,0.33528,3.89608,-5.03187,-7.08585,9.5241
0.645772,1.00584,4.49046,-5.90231,-2.90478,7.96488
0.645772,1.6764,1.15726,-1.52648,-0.473731,1.97328
0.645772,2.34696,2.06643,-2.72985,-0.634879,3.48214
0.645772,3.01752,3.41655,-4.51721,-0.855556,5.728
0.645772,3.68808,5.19274,-6.86927,-1.11242,8.68268
0.645772,4.35864,7.40496,-9.79935,-1.4007,12.3621
0.645772,5.0292,10.0172,-13.2599,-1.7106,16.7062
0.645772,5.69976,12.9295,-17.1184,-2.02602,21.548
0.645772,6.37032,16.2327,-21.4953,-2.36329,27.0395
0.663225,0.33528,3.98499,-4.95906,-7.08782,9.52416
0.663225,1.00584,4.59302,-5.82072,-2.90924,7.96495
0.663225,1.6764,1.18406,-1.50604,-0.475103,1.9738
0.663225,2.34696,2.11429,-2.69344,-0.637316,3.48296
0.663225,3.01752,3.49557,-4.45697,-0.859546,5.72908
0.663225,3.68808,5.31271,-6.77763,-1.11845,8.68402
0.663225,4.35864,7.57589,-9.66856,-1.40926,12.3637
0.663225,5.0292,10.2482,-13.0827,-1.72214,16.7078
0.663225,5.69976,13.2275,-16.8897,-2.04089,21.5498
0.663225,6.37032,16.6065,-21.2078,-2.38193,27.0411
0.680678,0.33528,4.07264,-4.88464,-7.08974,9.5242
0.680678,1.00584,4.69414,-5.73733,-2.91362,7.96499
0.680678,1.6764,1.2105,-1.48512,-0.476455,1.97431
0.680678,2.34696,2.1615,-2.65618,-0.639719,3.48376
0.680678,3.01752,3.57353,-4.39533,-0.863482,5.73015
0.680678,3.68808,5.43108,-6.68388,-1.12439,8.68534
0.680678,4.35864,7.74452,-9.53476,-1.41771,12.3652
0.680678,5.0292,10.4761,-12.9015,-1.73352,16.7093
0.680678,5.69976,13.5215,-16.6557,-2.05556,21.5515
0.680678,6.37032,16.9753,-20.9138,-2.40031,27.0427
0.698132,0.33528,4.15897,-4.80863,-7.09161,9.52422
0.698132,1.00584,4.79377,-5.65216,-2.91793,7.96502
0.698132,1.6764,1.23657,-1.46373,-0.477788,1.97481
0.698132,2.34696,2.20806,-2.61807,-0.642088,3.48455
0.698132,3.01752,3.65041,-4.33231,-0.867362,5.73121
0.698132,3.68808,5.54779,-6.58804,-1.13025,8.68664
0.698132,4.35864,7.91079,-9.39799,-1.42603,12.3667
0.698132,5.0292,10.7007,-12.7163,-1.74474,16.7109
0.698132,5.69976,13.8113,-16.4166,-2.07003,21.5532
0.698132,6.37032,17.3389,-20.6133,-2.41842,27.0443
0.715585,0.33528,4.24397,-4.73105,-7.09344,9.52423
0.715585,1.00584,4.89189,-5.56524,-2.92216,7.96502
0.715585,1.6764,1.26227,-1.44187,-0.479101,1.97531
0.715585,2.34696,2.25395,-2.57914,-0.644421,3.48533
0.715585,3.01752,3.72618,-4.26793,-0.871185,5.73224
0.715585,3.68808,5.66282,-6.49013,-1.13603,8.68792
0.715585,4.35864,8.07466,-9.25829,-1.43423,12.3682
0.715585,5.0292,10.9222,-12.5271,-1.75579,16.7124
0.715585,5.69976,14.097,-16.1723,-2.08427,21.5549
0.715585,6.37032,17.6973,-20.3065,-2.43627,27.0459
0.733038,0.33528,4.3276,-4.65193,-7.09521,9.52421
0.733038,1.00584,4.98847,-5.4766,-2.92632,7.96501
0.733038,1.6764,1.28758,-1.41955,-0.480393,1.97579
0.733038,2.34696,2.29915,-2.5394,-0.646719,3.4861
0.733038,3.01752,3.80082,-4.2022,-0.874949,5.73326
0.733038,3.68808,5.77612,-6.3902,-1.14172,8.68917
0.733038,4.35864,8.23607,-9.11571,-1.44231,12.3697
0.733038,5.0292,11.1402,-12.3341,-1.76667,16.7139
0.733038,5.69976,14.3783,-15.9231,-2.0983,21.5565
0.733038,6.37032,18.0502,-19.9934,-2.45385,27.0474
0.750492,0.33528,4.40984,-4.57129,-7.09694,9.52418
