Azimuth Angle,Radius Location,Cl,Cd,Cm,AoA,Mach
1.43117,1.6764,-0.390058,0.0120329,-0.0106567,-0.0800749,0.106712
1.43117,2.34696,-0.00644393,0.0111302,-0.0088378,-0.0214682,0.147348
1.43117,3.01752,0.212853,0.0112013,-0.00846039,0.0117371,0.188271
1.43117,3.68808,0.353275,0.011433,-0.00822901,0.0330699,0.229327
1.43117,4.35864,0.45046,0.0116946,-0.00801767,0.0479195,0.270457
1.43117,5.0292,0.524379,0.0118947,-0.00778912,0.0588472,0.31163
1.43117,5.69976,0.590005,0.0119634,-0.00744981,0.0672235,0.352831
1.43117,6.37032,0.645597,0.0120291,-0.00700145,0.0738478,0.394052
1.44862,0.33528,-0.744273,0.675774,0.161909,-0.667066,0.0311632
1.44862,1.00584,-0.543324,0.122648,0.0295428,-0.209453,0.0668876
1.44862,1.6764,-0.390024,0.0120328,-0.0106564,-0.0800695,0.10671
1.44862,2.34696,-0.00642726,0.0111302,-0.00883776,-0.0214657,0.147345
1.44862,3.01752,0.212861,0.0112013,-0.00846038,0.0117383,0.188267
1.44862,3.68808,0.353278,0.011433,-0.00822901,0.0330704,0.229322
1.44862,4.35864,0.450461,0.0116946,-0.00801767,0.0479196,0.27045
1.44862,5.0292,0.524376,0.0118948,-0.00778914,0.0588469,0.311621
1.44862,5.69976,0.589999,0.0119635,-0.00744986,0.067223,0.352822
1.44862,6.37032,0.64559,0.0120291,-0.00700154,0.0738471,0.394041
1.46608,0.33528,-0.744278,0.675709,0.161893,-0.667014,0.0311633
1.46608,1.00584,-0.543335,0.122639,0.0295425,-0.209441,0.0668871
1.46608,1.6764,-0.389992,0.0120326,-0.0106562,-0.0800646,0.106709
1.46608,2.34696,-0.006411,0.0111302,-0.00883772,-0.0214632,0.147342
1.46608,3.01752,0.21287,0.0112014,-0.00846036,0.0117396,0.188262
1.46608,3.68808,0.353283,0.011433,-0.008229,0.0330711,0.229316
1.46608,4.35864,0.450463,0.0116946,-0.00801767,0.0479199,0.270442
1.46608,5.0292,0.524374,0.0118948,-0.00778916,0.058847,0.311612
1.46608,5.69976,0.589996,0.0119635,-0.0074499,0.0672229,0.352811
1.46608,6.37032,0.645584,0.0120291,-0.00700161,0.0738468,0.394029
1.48353,0.33528,-0.744283,0.675654,0.16188,-0.66697,0.0311633
1.48353,1.00584,-0.543508,0.122597,0.0295134,-0.20943,0.0668862
1.48353,1.6764,-0.389963,0.0120325,-0.0106559,-0.0800601,0.106706
1.48353,2.34696,-0.00639511,0.0111302,-0.00883768,-0.0214608,0.147338
1.48353,3.01752,0.212879,0.0112014,-0.00846035,0.0117411,0.188257
1.48353,3.68808,0.353289,0.011433,-0.00822899,0.033072,0.229309
1.48353,4.35864,0.450467,0.0116946,-0.00801766,0.0479205,0.270434
1.48353,5.0292,0.524374,0.0118948,-0.00778918,0.0588474,0.311602
1.48353,5.69976,0.589994,0.0119635,-0.00744993,0.0672231,0.3528
1.48353,6.37032,0.645581,0.0120292,-0.00700167,0.073847,0.394016
1.50098,0.33528,-0.744286,0.675608,0.161869,-0.666935,0.0311629
1.50098,1.00584,-0.543679,0.122556,0.0294845,-0.209421,0.0668848
1.50098,1.6764,-0.389937,0.0120324,-0.0106557,-0.0800561,0.106703
1.50098,2.34696,-0.00637959,0.0111302,-0.00883764,-0.0214585,0.147334
1.50098,3.01752,0.21289,0.0112014,-0.00846033,0.0117426,0.188251
1.50098,3.68808,0.353296,0.011433,-0.00822898,0.0330732,0.229301
1.50098,4.35864,0.450473,0.0116946,-0.00801764,0.0479214,0.270425
1.50098,5.0292,0.524376,0.0118949,-0.00778919,0.0588481,0.311592
1.50098,5.69976,0.589995,0.0119636,-0.00744996,0.0672237,0.352787
1.50098,6.37032,0.645581,0.0120292,-0.00700171,0.0738475,0.394002
1.51844,0.33528,-0.744289,0.675574,0.161861,-0.666907,0.0311623
1.51844,1.00584,-0.543818,0.122522,0.029461,-0.209414,0.0668831
1.51844,1.6764,-0.389914,0.0120323,-0.0106555,-0.0800526,0.1067
1.51844,2.34696,-0.00636439,0.0111301,-0.0088376,-0.0214562,0.147329
1.51844,3.01752,0.212901,0.0112014,-0.00846032,0.0117444,0.188244
1.51844,3.68808,0.353306,0.0114331,-0.00822896,0.0330746,0.229293
1.51844,4.35864,0.45048,0.0116947,-0.00801763,0.0479226,0.270415
1.51844,5.0292,0.52438,0.011895,-0.00778919,0.0588492,0.31158
1.51844,5.69976,0.589998,0.0119637,-0.00744998,0.0672247,0.352774
1.51844,6.37032,0.645583,0.0120293,-0.00700174,0.0738484,0.393987
1.53589,0.33528,-0.744291,0.675549,0.161855,-0.666888,0.0311615
1.53589,1.00584,-0.543926,0.122496,0.0294427,-0.209408,0.0668809
1.53589,1.6764,-0.389894,0.0120322,-0.0106554,-0.0800495,0.106696
1.53589,2.34696,-0.00634951,0.0111301,-0.00883757,-0.0214539,0.147323
1.53589,3.01752,0.212913,0.0112014,-0.0084603,0.0117462,0.188237
1.53589,3.68808,0.353316,0.0114331,-0.00822894,0.0330762,0.229284
1.53589,4.35864,0.45049,0.0116947,-0.0080176,0.0479241,0.270404
1.53589,5.0292,0.524386,0.011895,-0.00778918,0.0588506,0.311567
1.53589,5.69976,0.590003,0.0119637,-0.00744999,0.0672261,0.35276
1.53589,6.37032,0.645587,0.0120294,-0.00700175,0.0738497,0.393971
1.55334,0.33528,-0.744292,0.675535,0.161852,-0.666877,0.0311604
1.55334,1.00584,-0.544002,0.122478,0.0294298,-0.209404,0.0668784
1.55334,1.6764,-0.389877,0.0120321,-0.0106552,-0.0800468,0.106692
1.55334,2.34696,-0.0063349,0.0111301,-0.00883753,-0.0214517,0.147317
1.55334,3.01752,0.212927,0.0112014,-0.00846028,0.0117482,0.188229
1.55334,3.68808,0.353329,0.0114331,-0.00822892,0.0330781,0.229274
1.55334,4.35864,0.450502,0.0116947,-0.00801758,0.0479259,0.270392
1.55334,5.0292,0.524395,0.0118951,-0.00778917,0.0588523,0.311554
1.55334,5.69976,0.59001,0.0119638,-0.00744999,0.0672278,0.352745
1.55334,6.37032,0.645593,0.0120295,-0.00700174,0.0738514,0.393954
1.5708,0.33528,-0.744293,0.675531,0.161851,-0.666873,0.031159
1.5708,1.00584,-0.544048,0.122467,0.0294221,-0.209402,0.0668754
1.5708,1.6764,-0.389862,0.0120321,-0.0106551,-0.0800446,0.106687
1.5708,2.34696,-0.00632055,0.0111301,-0.0088375,-0.0214495,0.14731
1.5708,3.01752,0.212941,0.0112014,-0.00846026,0.0117504,0.188221
1.5708,3.68808,0.353343,0.0114331,-0.0082289,0.0330802,0.229264
1.5708,4.35864,0.450516,0.0116948,-0.00801755,0.047928,0.27038
1.5708,5.0292,0.524405,0.0118952,-0.00778916,0.0588545,0.31154
1.5708,5.69976,0.59002,0.0119639,-0.00744999,0.0672299,0.352729
1.5708,6.37032,0.645602,0.0120297,-0.00700172,0.0738535,0.393937
1.58825,0.33528,-0.744292,0.675537,0.161852,-0.666878,0.0311573
1.58825,1.00584,-0.544062,0.122464,0.0294197,-0.209401,0.0668719
1.58825,1.6764,-0.389851,0.012032,-0.010655,-0.0800428,0.106682
1.58825,2.34696,-0.00630642,0.0111301,-0.00883746,-0.0214474,0.147303
1.58825,3.01752,0.212956,0.0112014,-0.00846023,0.0117527,0.188211
1.58825,3.68808,0.353358,0.0114332,-0.00822887,0.0330826,0.229253
1.58825,4.35864,0.450532,0.0116948,-0.00801751,0.0479305,0.270367
1.58825,5.0292,0.524418,0.0118953,-0.00778913,0.0588569,0.311525
1.58825,5.69976,0.590032,0.0119641,-0.00744997,0.0672324,0.352712
1.58825,6.37032,0.645614,0.0120298,-0.00700168,0.073856,0.393918
1.6057,0.33528,-0.744291,0.675553,0.161856,-0.666891,0.0311554
1.6057,1.00584,-0.544045,0.122468,0.0294226,-0.209402,0.0668681
1.6057,1.6764,-0.389842,0.012032,-0.010655,-0.0800414,0.106676
1.6057,2.34696,-0.00629248,0.0111301,-0.00883743,-0.0214453,0.147295
1.6057,3.01752,0.212972,0.0112015,-0.00846021,0.0117551,0.188202
1.6057,3.68808,0.353376,0.0114332,-0.00822884,0.0330853,0.229241
1.6057,4.35864,0.45055,0.0116948,-0.00801747,0.0479333,0.270353
1.6057,5.0292,0.524433,0.0118955,-0.0077891,0.0588598,0.311509
1.6057,5.69976,0.590047,0.0119642,-0.00744995,0.0672353,0.352694
1.6057,6.37032,0.645628,0.01203,-0.00700162,0.073859,0.393898
1.62316,0.33528,-0.744289,0.67558,0.161862,-0.666912,0.0311532
1.62316,1.00584,-0.543997,0.122479,0.0294307,-0.209405,0.0668639
1.62316,1.6764,-0.389836,0.012032,-0.0106549,-0.0800405,0.10667
1.62316,2.34696,-0.00627869,0.0111301,-0.00883739,-0.0214432,0.147287
1.62316,3.01752,0.21299,0.0112015,-0.00846018,0.0117578,0.188191
1.62316,3.68808,0.353395,0.0114332,-0.00822881,0.0330882,0.229229
1.62316,4.35864,0.45057,0.0116949,-0.00801742,0.0479364,0.270339
1.62316,5.0292,0.52445,0.0118956,-0.00778907,0.058863,0.311493
1.62316,5.69976,0.590064,0.0119643,-0.00744992,0.0672386,0.352675
1.62316,6.37032,0.645645,0.0120301,-0.00700155,0.0738624,0.393877
1.64061,0.33528,-0.744286,0.675617,0.161871,-0.666941,0.0311508
1.64061,1.00584,-0.543918,0.122498,0.0294441,-0.209409,0.0668592
1.64061,1.6764,-0.389833,0.0120319,-0.0106549,-0.08004,0.106663
1.64061,2.34696,-0.00626501,0.0111301,-0.00883736,-0.0214411,0.147278
1.64061,3.01752,0.213008,0.0112015,-0.00846016,0.0117606,0.18818
1.64061,3.68808,0.353416,0.0114333,-0.00822877,0.0330914,0.229216
1.64061,4.35864,0.450593,0.011695,-0.00801737,0.0479398,0.270324
1.64061,5.0292,0.524469,0.0118958,-0.00778902,0.0588666,0.311476
1.64061,5.69976,0.590083,0.0119645,-0.00744988,0.0672423,0.352656
1.64061,6.37032,0.645664,0.0120303,-0.00700146,0.0738662,0.393856
1.65806,0.33528,-0.744282,0.675664,0.161883,-0.666978,0.0311481
1.65806,1.00584,-0.543808,0.122525,0.0294626,-0.209415,0.0668542
1.65806,1.6764,-0.389832,0.0120319,-0.0106549,-0.0800399,0.106656
1.65806,2.34696,-0.00625141,0.0111301,-0.00883732,-0.0214391,0.147269
1.65806,3.01752,0.213027,0.0112015,-0.00846013,0.0117635,0.188169
1.65806,3.68808,0.353439,0.0114333,-0.00822873,0.0330948,0.229202
1.65806,4.35864,0.450618,0.011695,-0.00801732,0.0479436,0.270308
1.65806,5.0292,0.52449,0.0118959,-0.00778897,0.0588706,0.311457
1.65806,5.69976,0.590105,0.0119647,-0.00744983,0.0672465,0.352636
1.65806,6.37032,0.645686,0.0120306,-0.00700135,0.0738704,0.393833
1.67552,0.33528,-0.744278,0.675721,0.161896,-0.667023,0.0311452
1.67552,1.00584,-0.543668,0.122558,0.0294863,-0.209422,0.0668487
1.67552,1.6764,-0.389834,0.012032,-0.0106549,-0.0800402,0.106648
1.67552,2.34696,-0.00623785,0.0111301,-0.00883729,-0.021437,0.147259
1.67552,3.01752,0.213048,0.0112015,-0.0084601,0.0117667,0.188156
1.67552,3.68808,0.353463,0.0114334,-0.00822869,0.0330986,0.229187
1.67552,4.35864,0.450644,0.0116951,-0.00801726,0.0479477,0.270291
1.67552,5.0292,0.524514,0.0118961,-0.00778892,0.0588749,0.311438
1.67552,5.69976,0.59013,0.0119649,-0.00744977,0.067251,0.352614
1.67552,6.37032,0.64571,0.0120308,-0.00700123,0.0738751,0.39381
1.69297,0.33528,-0.744272,0.675788,0.161912,-0.667077,0.0311419
1.69297,1.00584,-0.543498,0.122599,0.0295152,-0.209431,0.0668428
1.69297,1.6764,-0.389839,0.012032,-0.0106549,-0.0800409,0.10664
1.69297,2.34696,-0.00622428,0.01113,-0.00883726,-0.0214349,0.147248
1.69297,3.01752,0.21307,0.0112016,-0.00846006,0.01177,0.188144
1.69297,3.68808,0.35349,0.0114334,-0.00822865,0.0331026,0.229172
1.69297,4.35864,0.450674,0.0116952,-0.00801719,0.0479521,0.270274
1.69297,5.0292,0.52454,0.0118963,-0.00778885,0.0588797,0.311419
1.69297,5.69976,0.590157,0.0119651,-0.00744971,0.067256,0.352592
1.69297,6.37032,0.645738,0.012031,-0.00700108,0.0738802,0.393785
1.71042,0.33528,-0.744266,0.675866,0.161931,-0.667138,0.0311385
1.71042,1.00584,-0.543335,0.122639,0.0295425,-0.209442,0.0668366
1.71042,1.6764,-0.389846,0.012032,-0.010655,-0.080042,0.106631
1.71042,2.34696,-0.00621066,0.01113,-0.00883722,-0.0214329,0.147237
1.71042,3.01752,0.213093,0.0112016,-0.00846003,0.0117735,0.18813
1.71042,3.68808,0.353518,0.0114335,-0.0082286,0.0331069,0.229157
1.71042,4.35864,0.450705,0.0116953,-0.00801712,0.047957,0.270255
1.71042,5.0292,0.524569,0.0118965,-0.00778878,0.0588849,0.311398
1.71042,5.69976,0.590187,0.0119653,-0.00744963,0.0672614,0.352569
1.71042,6.37032,0.645768,0.0120313,-0.00700092,0.0738857,0.39376
1.72788,0.33528,-0.744259,0.675954,0.161952,-0.667207,0.0311347
1.72788,1.00584,-0.543323,0.122649,0.0295428,-0.209454,0.0668299
1.72788,1.6764,-0.389855,0.012032,-0.0106551,-0.0800435,0.106622
1.72788,2.34696,-0.00619695,0.01113,-0.00883719,-0.0214308,0.147226
1.72788,3.01752,0.213118,0.0112016,-0.00845999,0.0117772,0.188116
1.72788,3.68808,0.353549,0.0114335,-0.00822855,0.0331115,0.22914
1.72788,4.35864,0.450739,0.0116954,-0.00801705,0.0479621,0.270237
1.72788,5.0292,0.5246,0.0118967,-0.0077887,0.0588904,0.311377
1.72788,5.69976,0.590219,0.0119655,-0.00744955,0.0672672,0.352546
1.72788,6.37032,0.6458,0.0120316,-0.00700073,0.0738918,0.393734
1.74533,0.33528,-0.744251,0.676051,0.161975,-0.667284,0.0311308
1.74533,1.00584,-0.543311,0.122659,0.0295431,-0.209467,0.0668228
1.74533,1.6764,-0.389867,0.0120321,-0.0106552,-0.0800453,0.106612
1.74533,2.34696,-0.00618309,0.01113,-0.00883716,-0.0214287,0.147214
1.74533,3.01752,0.213144,0.0112016,-0.00845995,0.0117811,0.188102
1.74533,3.68808,0.353581,0.0114336,-0.00822849,0.0331165,0.229123
1.74533,4.35864,0.450775,0.0116955,-0.00801697,0.0479677,0.270217
1.74533,5.0292,0.524634,0.0118969,-0.00778862,0.0588964,0.311355
1.74533,5.69976,0.590254,0.0119658,-0.00744945,0.0672734,0.352521
1.74533,6.37032,0.645836,0.0120319,-0.00700053,0.0738982,0.393707
1.76278,0.33528,-0.744243,0.676159,0.162001,-0.667369,0.0311265
1.76278,1.00584,-0.543296,0.122671,0.0295434,-0.209483,0.0668153
1.76278,1.6764,-0.389882,0.0120322,-0.0106553,-0.0800476,0.106602
1.76278,2.34696,-0.00616904,0.01113,-0.00883712,-0.0214266,0.147201
1.76278,3.01752,0.213171,0.0112017,-0.00845991,0.0117853,0.188086
1.76278,3.68808,0.353616,0.0114336,-0.00822843,0.0331217,0.229105
1.76278,4.35864,0.450814,0.0116956,-0.00801688,0.0479736,0.270197
1.76278,5.0292,0.52467,0.0118972,-0.00778852,0.0589028,0.311332
1.76278,5.69976,0.590292,0.011966,-0.00744934,0.0672801,0.352496
1.76278,6.37032,0.645875,0.0120322,-0.00700031,0.0739052,0.393679
1.78024,0.33528,-0.744234,0.676277,0.162029,-0.667462,0.0311221
1.78024,1.00584,-0.543281,0.122684,0.0295438,-0.2095,0.0668075
1.78024,1.6764,-0.389898,0.0120322,-0.0106554,-0.0800502,0.106592
1.78024,2.34696,-0.00615474,0.01113,-0.00883709,-0.0214244,0.147188
1.78024,3.01752,0.2132,0.0112017,-0.00845987,0.0117896,0.188071
1.78024,3.68808,0.353652,0.0114337,-0.00822837,0.0331273,0.229087
1.78024,4.35864,0.450855,0.0116957,-0.00801679,0.0479799,0.270176
1.78024,5.0292,0.524708,0.0118974,-0.00778842,0.0589096,0.311309
1.78024,5.69976,0.590332,0.0119663,-0.00744923,0.0672873,0.35247
1.78024,6.37032,0.645916,0.0120326,-0.00700007,0.0739126,0.393651
1.79769,0.33528,-0.744223,0.676405,0.16206,-0.667563,0.0311173
1.79769,1.00584,-0.543264,0.122698,0.0295442,-0.209518,0.0667992
1.79769,1.6764,-0.389917,0.0120323,-0.0106556,-0.0800531,0.106581
1.79769,2.34696,-0.00614015,0.01113,-0.00883705,-0.0214222,0.147174
1.79769,3.01752,0.21323,0.0112017,-0.00845983,0.0117942,0.188054
1.79769,3.68808,0.353691,0.0114338,-0.0082283,0.0331331,0.229068
1.79769,4.35864,0.450899,0.0116958,-0.00801669,0.0479866,0.270154
1.79769,5.0292,0.52475,0.0118977,-0.00778831,0.0589168,0.311284
1.79769,5.69976,0.590376,0.0119666,-0.0074491,0.0672949,0.352443
1.79769,6.37032,0.64596,0.0120329,-0.00699981,0.0739205,0.393621
1.81514,0.33528,-0.744213,0.676542,0.162093,-0.667671,0.0311123
1.81514,1.00584,-0.543245,0.122714,0.0295446,-0.209538,0.0667906
1.81514,1.6764,-0.389938,0.0120324,-0.0106557,-0.0800564,0.106569
1.81514,2.34696,-0.00612521,0.01113,-0.00883701,-0.0214199,0.14716
1.81514,3.01752,0.213262,0.0112017,-0.00845978,0.011799,0.188038
1.81514,3.68808,0.353732,0.0114339,-0.00822823,0.0331393,0.229048
1.81514,4.35864,0.450945,0.011696,-0.00801658,0.0479937,0.270132
1.81514,5.0292,0.524794,0.011898,-0.00778819,0.0589244,0.311259
1.81514,5.69976,0.590422,0.0119669,-0.00744896,0.067303,0.352415
1.81514,6.37032,0.646008,0.0120333,-0.00699952,0.0739288,0.393591
1.8326,0.33528,-0.744201,0.67669,0.162128,-0.667787,0.0311071
1.8326,1.00584,-0.543226,0.12273,0.0295451,-0.209559,0.0667816
1.8326,1.6764,-0.389962,0.0120325,-0.0106559,-0.08006,0.106557
1.8326,2.34696,-0.00610988,0.01113,-0.00883697,-0.0214176,0.147145
1.8326,3.01752,0.213295,0.0112018,-0.00845973,0.0118041,0.18802
1.8326,3.68808,0.353775,0.0114339,-0.00822816,0.0331459,0.229028
1.8326,4.35864,0.450994,0.0116961,-0.00801648,0.0480011,0.270109
1.8326,5.0292,0.52484,0.0118983,-0.00778806,0.0589325,0.311234
1.8326,5.69976,0.590471,0.0119672,-0.00744882,0.0673115,0.352387
1.8326,6.37032,0.646058,0.0120337,-0.00699922,0.0739377,0.39356
1.85005,0.33528,-0.744188,0.676847,0.162166,-0.667911,0.0311016
1.85005,1.00584,-0.543204,0.122748,0.0295456,-0.209582,0.0667722
1.85005,1.6764,-0.389987,0.0120326,-0.0106561,-0.0800639,0.106545
1.85005,2.34696,-0.00609409,0.0111299,-0.00883694,-0.0214152,0.14713
1.85005,3.01752,0.21333,0.0112018,-0.00845968,0.0118093,0.188002
1.85005,3.68808,0.35382,0.011434,-0.00822808,0.0331528,0.229008
1.85005,4.35864,0.451045,0.0116962,-0.00801636,0.048009,0.270086
1.85005,5.0292,0.524889,0.0118986,-0.00778793,0.058941,0.311207
1.85005,5.69976,0.590523,0.0119675,-0.00744866,0.0673205,0.352358
1.85005,6.37032,0.646111,0.0120341,-0.0069989,0.073947,0.393528
1.8675,0.33528,-0.744175,0.677014,0.162206,-0.668043,0.0310959
1.8675,1.00584,-0.543182,0.122767,0.0295461,-0.209606,0.0667624
1.8675,1.6764,-0.390014,0.0120327,-0.0106564,-0.0800681,0.106532
1.8675,2.34696,-0.0060778,0.0111299,-0.00883689,-0.0214128,0.147114
1.8675,3.01752,0.213366,0.0112018,-0.00845962,0.0118149,0.187984
1.8675,3.68808,0.353867,0.0114341,-0.008228,0.03316,0.228986
1.8675,4.35864,0.4511,0.0116964,-0.00801624,0.0480173,0.270061
1.8675,5.0292,0.524941,0.0118989,-0.00778779,0.05895,0.31118
1.8675,5.69976,0.590578,0.0119679,-0.00744849,0.0673299,0.352328
1.8675,6.37032,0.646168,0.0120346,-0.00699855,0.0739569,0.393495
1.88496,0.33528,-0.744161,0.677191,0.162248,-0.668183,0.03109
1.88496,1.00584,-0.543158,0.122787,0.0295467,-0.209632,0.0667523
1.88496,1.6764,-0.390043,0.0120329,-0.0106566,-0.0800726,0.106519
1.88496,2.34696,-0.00606095,0.0111299,-0.00883685,-0.0214102,0.147098
1.88496,3.01752,0.213405,0.0112019,-0.00845956,0.0118207,0.187965
1.88496,3.68808,0.353917,0.0114342,-0.00822792,0.0331676,0.228964
1.88496,4.35864,0.451156,0.0116965,-0.00801611,0.0480259,0.270037
1.88496,5.0292,0.524996,0.0118992,-0.00778763,0.0589594,0.311153
1.88496,5.69976,0.590636,0.0119682,-0.00744831,0.0673399,0.352297
1.88496,6.37032,0.646227,0.012035,-0.00699818,0.0739672,0.393462
1.90241,0.33528,-0.744146,0.677378,0.162293,-0.668329,0.0310838
1.90241,1.00584,-0.543133,0.122808,0.0295473,-0.209659,0.0667418
1.90241,1.6764,-0.390074,0.012033,-0.0106568,-0.0800774,0.106505
1.90241,2.34696,-0.00604349,0.0111299,-0.00883681,-0.0214076,0.147082
1.90241,3.01752,0.213445,0.0112019,-0.0084595,0.0118267,0.187945
1.90241,3.68808,0.353969,0.0114343,-0.00822783,0.0331755,0.228942
1.90241,4.35864,0.451216,0.0116967,-0.00801598,0.048035,0.270011
1.90241,5.0292,0.525053,0.0118995,-0.00778747,0.0589693,0.311124
1.90241,5.69976,0.590696,0.0119686,-0.00744811,0.0673503,0.352266
1.90241,6.37032,0.64629,0.0120355,-0.00699779,0.073978,0.393428
1.91986,0.33528,-0.744131,0.677573,0.16234,-0.668484,0.0310773
1.91986,1.00584,-0.543106,0.12283,0.0295479,-0.209687,0.0667309
1.91986,1.6764,-0.390107,0.0120332,-0.0106571,-0.0800825,0.106491
1.91986,2.34696,-0.00602535,0.0111299,-0.00883676,-0.0214048,0.147065
1.91986,3.01752,0.213486,0.011202,-0.00845944,0.0118331,0.187925
1.91986,3.68808,0.354024,0.0114344,-0.00822774,0.0331838,0.228919
1.91986,4.35864,0.451278,0.0116969,-0.00801584,0.0480446,0.269985
1.91986,5.0292,0.525114,0.0118999,-0.0077873,0.0589796,0.311096
1.91986,5.69976,0.59076,0.011969,-0.00744791,0.0673612,0.352234
1.91986,6.37032,0.646356,0.012036,-0.00699738,0.0739893,0.393393
1.93732,0.33528,-0.744115,0.677779,0.162389,-0.668646,0.0310707
1.93732,1.00584,-0.543079,0.122853,0.0295485,-0.209717,0.0667197
1.93732,1.6764,-0.390141,0.0120333,-0.0106574,-0.0800878,0.106477
1.93732,2.34696,-0.0060065,0.0111299,-0.00883672,-0.021402,0.147047
1.93732,3.01752,0.21353,0.011202,-0.00845938,0.0118397,0.187905
1.93732,3.68808,0.354081,0.0114345,-0.00822764,0.0331925,0.228895
1.93732,4.35864,0.451343,0.0116971,-0.00801569,0.0480545,0.269959
1.93732,5.0292,0.525177,0.0119003,-0.00778712,0.0589904,0.311066
1.93732,5.69976,0.590827,0.0119694,-0.00744769,0.0673726,0.352202
1.93732,6.37032,0.646425,0.0120365,-0.00699694,0.0740012,0.393357
1.95477,0.33528,-0.744098,0.677994,0.16244,-0.668815,0.0310638
1.95477,1.00584,-0.54305,0.122877,0.0295492,-0.209748,0.0667081
1.95477,1.6764,-0.390177,0.0120335,-0.0106577,-0.0800933,0.106462
1.95477,2.34696,-0.00598686,0.0111299,-0.00883667,-0.021399,0.147029
1.95477,3.01752,0.213575,0.0112021,-0.00845931,0.0118466,0.187884
1.95477,3.68808,0.354141,0.0114346,-0.00822754,0.0332015,0.228871
1.95477,4.35864,0.451411,0.0116973,-0.00801554,0.0480649,0.269932
1.95477,5.0292,0.525243,0.0119007,-0.00778693,0.0590017,0.311036
1.95477,5.69976,0.590898,0.0119698,-0.00744746,0.0673845,0.352169
1.95477,6.37032,0.646498,0.0120371,-0.00699648,0.0740135,0.393321
1.97222,0.33528,-0.74408,0.678218,0.162494,-0.668992,0.0310567
1.97222,1.00584,-0.543019,0.122903,0.0295499,-0.209781,0.0666962
1.97222,1.6764,-0.390215,0.0120336,-0.010658,-0.0800991,0.106447
1.97222,2.34696,-0.00596639,0.0111298,-0.00883662,-0.0213959,0.147011
1.97222,3.01752,0.213623,0.0112021,-0.00845924,0.0118537,0.187862
1.97222,3.68808,0.354202,0.0114347,-0.00822743,0.0332109,0.228847
1.97222,4.35864,0.451482,0.0116975,-0.00801538,0.0480757,0.269904
1.97222,5.0292,0.525312,0.0119011,-0.00778674,0.0590134,0.311005
1.97222,5.69976,0.590971,0.0119702,-0.00744722,0.0673969,0.352135
1.97222,6.37032,0.646573,0.0120376,-0.006996,0.0740264,0.393284
1.98968,0.33528,-0.744062,0.678451,0.16255,-0.669176,0.0310493
1.98968,1.00584,-0.542988,0.122929,0.0295507,-0.209815,0.0666839
1.98968,1.6764,-0.390254,0.0120338,-0.0106583,-0.0801052,0.106431
1.98968,2.34696,-0.00594502,0.0111298,-0.00883657,-0.0213926,0.146992
1.98968,3.01752,0.213672,0.0112022,-0.00845916,0.0118612,0.18784
1.98968,3.68808,0.354267,0.0114349,-0.00822732,0.0332207,0.228822
1.98968,4.35864,0.451555,0.0116977,-0.00801522,0.0480869,0.269876
1.98968,5.0292,0.525384,0.0119015,-0.00778653,0.0590256,0.310974
1.98968,5.69976,0.591047,0.0119707,-0.00744697,0.0674097,0.352101
1.98968,6.37032,0.646652,0.0120382,-0.0069955,0.0740398,0.393247
2.00713,0.33528,-0.744042,0.678694,0.162608,-0.669367,0.0310417
2.00713,1.00584,-0.542955,0.122956,0.0295514,-0.20985,0.0666713
2.00713,1.6764,-0.390294,0.012034,-0.0106586,-0.0801114,0.106415
2.00713,2.34696,-0.00592271,0.0111298,-0.00883651,-0.0213893,0.146973
2.00713,3.01752,0.213724,0.0112022,-0.00845909,0.011869,0.187818
2.00713,3.68808,0.354334,0.011435,-0.00822721,0.0332309,0.228796
2.00713,4.35864,0.451632,0.0116979,-0.00801505,0.0480986,0.269847
2.00713,5.0292,0.525459,0.0119019,-0.00778631,0.0590383,0.310942
2.00713,5.69976,0.591127,0.0119711,-0.0074467,0.0674231,0.352066
2.00713,6.37032,0.646734,0.0120388,-0.00699497,0.0740537,0.393209
2.02458,0.33528,-0.744022,0.678946,0.162668,-0.669566,0.031034
2.02458,1.00584,-0.542921,0.122985,0.0295522,-0.209887,0.0666584
2.02458,1.6764,-0.390335,0.0120342,-0.0106589,-0.0801178,0.106399
2.02458,2.34696,-0.0058994,0.0111298,-0.00883645,-0.0213857,0.146953
2.02458,3.01752,0.213777,0.0112023,-0.00845901,0.0118771,0.187795
2.02458,3.68808,0.354404,0.0114351,-0.00822709,0.0332415,0.22877
2.02458,4.35864,0.451711,0.0116981,-0.00801487,0.0481107,0.269818
2.02458,5.0292,0.525537,0.0119023,-0.00778609,0.0590514,0.31091
2.02458,5.69976,0.59121,0.0119716,-0.00744642,0.067437,0.352031
2.02458,6.37032,0.64682,0.0120394,-0.00699442,0.0740681,0.393171
2.04204,0.33528,-0.744002,0.679207,0.162731,-0.669772,0.0310259
2.04204,1.00584,-0.542886,0.123014,0.029553,-0.209924,0.0666452
2.04204,1.6764,-0.390378,0.0120343,-0.0106593,-0.0801245,0.106382
2.04204,2.34696,-0.00587504,0.0111298,-0.00883639,-0.021382,0.146933
2.04204,3.01752,0.213832,0.0112023,-0.00845892,0.0118855,0.187772
2.04204,3.68808,0.354476,0.0114353,-0.00822697,0.0332525,0.228744
2.04204,4.35864,0.451793,0.0116983,-0.00801468,0.0481233,0.269789
2.04204,5.0292,0.525618,0.0119028,-0.00778585,0.0590651,0.310877
