Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.296706,1.6764,0,-1.95506,-0.158919,1.9615
0.296706,2.34696,0,-3.46325,-0.0749747,3.46407
0.296706,3.01752,0,-5.70391,0.0681343,5.70431
0.296706,3.68808,0,-8.64891,0.28972,8.65376
0.296706,4.35864,0,-12.3144,0.597241,12.3289
0.296706,5.0292,0,-16.643,0.990969,16.6725
0.296706,5.69976,0,-21.4619,1.45966,21.5115
0.296706,6.37032,0,-26.9315,2.01212,27.0066
0.314159,0.33528,0,-7.37198,-6.02267,9.51938
0.314159,1.00584,0,-7.77981,-1.68308,7.95978
0.314159,1.6764,0,-1.95569,-0.158934,1.96214
0.314159,2.34696,0,-3.46421,-0.0749989,3.46502
0.314159,3.01752,0,-5.70513,0.0680952,5.70554
0.314159,3.68808,0,-8.65039,0.289649,8.65524
0.314159,4.35864,0,-12.3161,0.597119,12.3306
0.314159,5.0292,0,-16.6447,0.990765,16.6742
0.314159,5.69976,0,-21.4637,1.45936,21.5133
0.314159,6.37032,0,-26.9331,2.01169,27.0081
0.331613,0.33528,0,-7.37488,-6.01976,9.51979
0.331613,1.00584,0,-7.78038,-1.68256,7.96024
0.331613,1.6764,0,-1.95632,-0.15895,1.96277
0.331613,2.34696,0,-3.46515,-0.0750222,3.46597
0.331613,3.01752,0,-5.70636,0.0680575,5.70677
0.331613,3.68808,0,-8.65187,0.289581,8.65672
0.331613,4.35864,0,-12.3178,0.597001,12.3322
0.331613,5.0292,0,-16.6464,0.990565,16.6758
0.331613,5.69976,0,-21.4655,1.45907,21.515
0.331613,6.37032,0,-26.9346,2.01127,27.0096
0.349066,0.33528,0,-7.37776,-6.01686,9.52018
0.349066,1.00584,0,-7.78094,-1.68204,7.96067
0.349066,1.6764,0,-1.95695,-0.158964,1.96339
0.349066,2.34696,0,-3.4661,-0.0750446,3.46691
0.349066,3.01752,0,-5.70759,0.0680212,5.70799
0.349066,3.68808,0,-8.65336,0.289516,8.6582
0.349066,4.35864,0,-12.3195,0.596885,12.3339
0.349066,5.0292,0,-16.6481,0.99037,16.6775
0.349066,5.69976,0,-21.4673,1.45879,21.5168
0.349066,6.37032,0,-26.9362,2.01085,27.0112
0.366519,0.33528,0,-7.38061,-6.01396,9.52056
0.366519,1.00584,0,-7.78147,-1.68151,7.96108
0.366519,1.6764,0,-1.95757,-0.158978,1.96402
0.366519,2.34696,0,-3.46704,-0.075066,3.46786
0.366519,3.01752,0,-5.70881,0.0679864,5.70922
0.366519,3.68808,0,-8.65485,0.289452,8.65968
0.366519,4.35864,0,-12.3212,0.596773,12.3356
0.366519,5.0292,0,-16.6498,0.99018,16.6792
0.366519,5.69976,0,-21.4692,1.45851,21.5187
0.366519,6.37032,0,-26.9378,2.01044,27.0127
0.383972,0.33528,0,-7.38342,-6.01107,9.52092
0.383972,1.00584,0,-7.78199,-1.68098,7.96147
0.383972,1.6764,0,-1.95819,-0.158991,1.96464
0.383972,2.34696,0,-3.46798,-0.0750866,3.4688
0.383972,3.01752,0,-5.71003,0.0679531,5.71044
0.383972,3.68808,0,-8.65633,0.289391,8.66117
0.383972,4.35864,0,-12.3229,0.596665,12.3373
0.383972,5.0292,0,-16.6515,0.989994,16.6809
0.383972,5.69976,0,-21.471,1.45824,21.5205
0.383972,6.37032,0,-26.9395,2.01005,27.0143
0.401426,0.33528,0,-7.38621,-6.00819,9.52126
0.401426,1.00584,0,-7.78248,-1.68045,7.96184
0.401426,1.6764,0,-1.95881,-0.159004,1.96525
0.401426,2.34696,0,-3.46892,-0.0751063,3.46973
0.401426,3.01752,0,-5.71125,0.0679211,5.71166
0.401426,3.68808,0,-8.65782,0.289331,8.66265
0.401426,4.35864,0,-12.3246,0.596559,12.339
0.401426,5.0292,0,-16.6532,0.989813,16.6826
0.401426,5.69976,0,-21.4729,1.45798,21.5223
0.401426,6.37032,0,-26.9411,2.00966,27.016
0.418879,0.33528,0,-7.38896,-6.00531,9.52158
0.418879,1.00584,0,-7.78296,-1.67991,7.96219
0.418879,1.6764,0,-1.95942,-0.159016,1.96586
0.418879,2.34696,0,-3.46985,-0.075125,3.47066
0.418879,3.01752,0,-5.71247,0.0678905,5.71287
0.418879,3.68808,0,-8.6593,0.289274,8.66413
0.418879,4.35864,0,-12.3263,0.596457,12.3407
0.418879,5.0292,0,-16.6549,0.989637,16.6843
0.418879,5.69976,0,-21.4747,1.45772,21.5242
0.418879,6.37032,0,-26.9428,2.00927,27.0176
0.436332,0.33528,0,-7.39168,-6.00245,9.52189
0.436332,1.00584,0,-7.78341,-1.67937,7.96252
0.436332,1.6764,0,-1.96003,-0.159027,1.96647
0.436332,2.34696,0,-3.47078,-0.0751429,3.47159
0.436332,3.01752,0,-5.71368,0.0678612,5.71408
0.436332,3.68808,0,-8.66078,0.289219,8.6656
0.436332,4.35864,0,-12.328,0.596358,12.3424
0.436332,5.0292,0,-16.6566,0.989465,16.686
0.436332,5.69976,0,-21.4766,1.45747,21.526
0.436332,6.37032,0,-26.9445,2.0089,27.0193
0.453786,0.33528,0,-7.39437,-5.99959,9.52217
0.453786,1.00584,0,-7.78384,-1.67883,7.96283
0.453786,1.6764,0,-1.96063,-0.159037,1.96707
0.453786,2.34696,0,-3.4717,-0.07516,3.47251
0.453786,3.01752,0,-5.71489,0.0678333,5.71529
0.453786,3.68808,0,-8.66225,0.289166,8.66708
0.453786,4.35864,0,-12.3297,0.596262,12.3441
0.453786,5.0292,0,-16.6583,0.989298,16.6877
0.453786,5.69976,0,-21.4785,1.45722,21.5279
0.453786,6.37032,0,-26.9462,2.00853,27.0209
