Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.349066,6.37032,4.47391,1.62837,0.0219991,4.76109
0.366519,0.33528,-0.649057,-0.24915,-0.00342777,0.695243
0.366519,1.00584,-0.535615,-0.205603,-0.00282867,0.573728
0.366519,1.6764,0.496133,0.190448,0.00262015,0.531437
0.366519,2.34696,0.78374,0.300849,0.00413905,0.839509
0.366519,3.01752,1.22667,0.470875,0.00647823,1.31396
0.366519,3.68808,1.77201,0.680212,0.00935827,1.8981
0.366519,4.35864,2.4026,0.92227,0.0126885,2.57356
0.366519,5.0292,3.09928,1.1897,0.0163678,3.31982
0.366519,5.69976,3.79951,1.4585,0.0200658,4.06988
0.366519,6.37032,4.4459,1.70662,0.0234795,4.76226
0.383972,0.33528,-0.644633,-0.260449,-0.00365317,0.695269
0.383972,1.00584,-0.532199,-0.215022,-0.003016,0.574003
0.383972,1.6764,0.492865,0.19913,0.00279309,0.531579
0.383972,2.34696,0.77858,0.314567,0.00441225,0.839737
0.383972,3.01752,1.21854,0.492323,0.00690554,1.31426
0.383972,3.68808,1.76022,0.711177,0.00997528,1.89849
0.383972,4.35864,2.38658,0.964242,0.0135249,2.57405
0.383972,5.0292,3.07862,1.24384,0.0174467,3.32044
0.383972,5.69976,3.7742,1.52487,0.0213886,4.07066
0.383972,6.37032,4.41651,1.78439,0.0250286,4.76343
0.401426,0.33528,-0.640012,-0.271669,-0.00388845,0.695294
0.401426,1.00584,-0.528616,-0.224384,-0.00321165,0.574276
0.401426,1.6764,0.489444,0.207757,0.00297366,0.531721
0.401426,2.34696,0.773178,0.328195,0.00469751,0.839963
0.401426,3.01752,1.21004,0.51363,0.00735169,1.31456
0.401426,3.68808,1.74789,0.741937,0.0106195,1.89887
0.401426,4.35864,2.36983,1.00593,0.0143981,2.57453
0.401426,5.0292,3.057,1.29762,0.0185731,3.32106
0.401426,5.69976,3.74771,1.59081,0.0227696,4.07143
0.401426,6.37032,4.38575,1.86164,0.026646,4.76458
0.418879,0.33528,-0.635194,-0.282806,-0.00413354,0.695318
0.418879,1.00584,-0.524866,-0.233685,-0.00341558,0.574547
0.418879,1.6764,0.48587,0.216323,0.00316181,0.531861
0.418879,2.34696,0.767536,0.341729,0.00499476,0.840188
0.418879,3.01752,1.20116,0.53479,0.00781657,1.31486
0.418879,3.68808,1.73502,0.772483,0.0112907,1.89925
0.418879,4.35864,2.35235,1.04734,0.015308,2.57502
0.418879,5.0292,3.03445,1.35102,0.0197468,3.32168
0.418879,5.69976,3.72008,1.65628,0.0242085,4.0722
0.418879,6.37032,4.35363,1.93836,0.0283314,4.76573
0.436332,0.33528,-0.63018,-0.293858,-0.00438836,0.695341
0.436332,1.00584,-0.520951,-0.242923,-0.00362772,0.574817
0.436332,1.6764,0.482145,0.224828,0.00335749,0.531999
0.436332,2.34696,0.761656,0.355166,0.00530392,0.840412
0.436332,3.01752,1.19191,0.555796,0.00830005,1.31515
0.436332,3.68808,1.72162,0.802804,0.0119888,1.89963
0.436332,4.35864,2.33415,1.08843,0.0162542,2.5755
0.436332,5.0292,3.01096,1.40403,0.0209673,3.32229
0.436332,5.69976,3.69129,1.72128,0.0257049,4.07297
0.436332,6.37032,4.32016,2.01453,0.0300841,4.76687
0.453786,0.33528,-0.624974,-0.30482,-0.00465285,0.695362
0.453786,1.00584,-0.51687,-0.252095,-0.00384803,0.575084
0.453786,1.6764,0.47827,0.233268,0.00356065,0.532136
0.453786,2.34696,0.755539,0.368501,0.00562489,0.840634
0.453786,3.01752,1.18229,0.576641,0.00880198,1.31545
0.453786,3.68808,1.70768,0.832891,0.0127135,1.90001
0.453786,4.35864,2.31522,1.12921,0.0172365,2.57598
0.453786,5.0292,2.98654,1.45663,0.0222344,3.3229
0.453786,5.69976,3.66136,1.78576,0.0272583,4.07373
0.453786,6.37032,4.28535,2.0901,0.0319039,4.768
0.471239,0.33528,-0.619575,-0.315689,-0.00492691,0.695382
0.471239,1.00584,-0.512627,-0.261196,-0.00407645,0.575349
0.471239,1.6764,0.474245,0.24164,0.00377123,0.532271
0.471239,2.34696,0.749187,0.38173,0.0059576,0.840854
0.471239,3.01752,1.1723,0.597318,0.00932224,1.31574
0.471239,3.68808,1.69321,0.862736,0.0134646,1.90039
0.471239,4.35864,2.29558,1.16966,0.0182546,2.57646
0.471239,5.0292,2.96119,1.5088,0.0235476,3.3235
0.471239,5.69976,3.6303,1.84973,0.0288684,4.07448
0.471239,6.37032,4.2492,2.16508,0.03379,4.76911
0.488692,0.33528,-0.613985,-0.326462,-0.00521046,0.695401
0.488692,1.00584,-0.508221,-0.270226,-0.00431291,0.575612
0.488692,1.6764,0.470072,0.249942,0.00398917,0.532405
0.488692,2.34696,0.742602,0.394848,0.00630194,0.841072
0.488692,3.01752,1.16195,0.617821,0.00986067,1.31603
0.488692,3.68808,1.67822,0.892327,0.0142419,1.90076
0.488692,4.35864,2.27523,1.20976,0.0193083,2.57693
0.488692,5.0292,2.93493,1.56053,0.0249067,3.3241
0.488692,5.69976,3.59811,1.91315,0.0305346,4.07523
0.488692,6.37032,4.21174,2.23942,0.035742,4.77022
0.506145,0.33528,-0.608207,-0.337135,-0.00550343,0.695418
0.506145,1.00584,-0.503653,-0.27918,-0.00455736,0.575872
0.506145,1.6764,0.465752,0.258171,0.00421441,0.532537
0.506145,2.34696,0.735785,0.407852,0.00665782,0.841289
0.506145,3.01752,1.15124,0.638144,0.0104171,1.31632
0.506145,3.68808,1.66271,0.921656,0.0150452,1.90113
0.506145,4.35864,2.25417,1.24951,0.0203971,2.5774
0.506145,5.0292,2.90776,1.6118,0.0263111,3.3247
0.506145,5.69976,3.56481,1.97601,0.0322565,4.07597
0.506145,6.37032,4.17296,2.31311,0.0377594,4.77132
0.523599,0.33528,-0.602243,-0.347705,-0.00580571,0.695434
0.523599,1.00584,-0.498926,-0.288055,-0.00480972,0.57613
0.523599,1.6764,0.461287,0.266324,0.00444687,0.532667
0.523599,2.34696,0.728738,0.420737,0.00702514,0.841503
0.523599,3.01752,1.14017,0.658279,0.0109914,1.3166
0.523599,3.68808,1.64669,0.950714,0.0158743,1.9015
0.523599,4.35864,2.23242,1.28889,0.0215208,2.57786
0.523599,5.0292,2.87969,1.66259,0.0277606,3.32529
0.523599,5.69976,3.53041,2.03828,0.0340336,4.0767
0.523599,6.37032,4.13287,2.38612,0.0398415,4.7724
0.541052,0.33528,-0.596093,-0.358169,-0.00611722,0.695449
0.541052,1.00584,-0.49404,-0.296849,-0.00506993,0.576385
0.541052,1.6764,0.456677,0.274399,0.00468651,0.532795
0.541052,2.34696,0.721463,0.433499,0.0074038,0.841716
0.541052,3.01752,1.12875,0.678221,0.0115834,1.31689
0.541052,3.68808,1.63015,0.979492,0.0167289,1.90186
0.541052,4.35864,2.20997,1.32788,0.0226791,2.57832
0.541052,5.0292,2.85072,1.71289,0.0292547,3.32587
0.541052,5.69976,3.4949,2.09995,0.0358654,4.07743
0.541052,6.37032,4.0915,2.45842,0.0419878,4.77347
0.558505,0.33528,-0.58976,-0.368523,-0.00643787,0.695462
0.558505,1.00584,-0.488996,-0.305558,-0.00533792,0.576638
0.558505,1.6764,0.451924,0.282393,0.00493324,0.532922
0.558505,2.34696,0.713963,0.446134,0.00779368,0.841926
0.558505,3.01752,1.11697,0.697963,0.012193,1.31717
0.558505,3.68808,1.6131,1.00798,0.0176088,1.90222
