Azimuth Angle,Radius Location,Lift_X,Lift_Y,Lift_Z,Lift_Mag
0.383972,1.00584,12.0913,5.95452,152.501,153.096
0.383972,1.6764,22.637,7.10141,268.312,269.358
0.383972,2.34696,36.2545,8.05998,415.635,417.291
0.383972,3.01752,52.9117,8.82673,594.119,596.536
0.383972,3.68808,72.6326,9.40899,804.046,807.375
0.383972,4.35864,95.9286,9.85925,1051.02,1055.44
0.383972,5.0292,124.247,10.2661,1350.64,1356.38
0.383972,5.69976,156.754,10.4883,1693.55,1700.82
0.383972,6.37032,195.212,10.6012,2098.59,2107.67
0.401426,0.33528,4.7567,4.54522,70.4117,70.7184
0.401426,1.00584,12.2535,5.72596,154.64,155.23
0.401426,1.6764,22.7257,6.6519,269.063,270.103
0.401426,2.34696,36.1852,7.34584,413.91,415.554
0.401426,3.01752,52.6179,7.80815,589.032,591.429
0.401426,3.68808,72.0382,8.04288,794.6,797.899
0.401426,4.35864,95.0374,8.10035,1037.07,1041.44
0.401426,5.0292,122.894,8.02871,1330.11,1335.8
0.401426,5.69976,154.845,7.71056,1665.16,1672.37
0.401426,6.37032,192.677,7.19315,2061.27,2070.27
0.418879,0.33528,4.90703,4.4844,72.811,73.1138
0.418879,1.00584,12.4026,5.49004,156.588,157.174
0.418879,1.6764,22.8035,6.20652,269.648,270.682
0.418879,2.34696,36.1011,6.64903,411.973,413.605
0.418879,3.01752,52.3061,6.82405,583.706,586.084
0.418879,3.68808,71.423,6.73261,784.898,788.17
0.418879,4.35864,94.1204,6.42025,1022.82,1027.16
0.418879,5.0292,121.489,5.90046,1309.03,1314.66
0.418879,5.69976,152.842,5.07808,1635.84,1642.97
0.418879,6.37032,190.051,3.97378,2023.08,2032
0.436332,0.33528,5.05477,4.41522,75.1656,75.4647
0.436332,1.00584,12.544,5.25011,158.414,158.996
0.436332,1.6764,22.8644,5.76454,269.999,271.026
0.436332,2.34696,36.0021,5.97031,409.831,411.452
0.436332,3.01752,51.9762,5.875,578.15,580.512
0.436332,3.68808,70.7868,5.47842,774.957,778.203
0.436332,4.35864,93.1453,4.81729,1007.95,1012.26
0.436332,5.0292,120.026,3.88173,1287.37,1292.96
0.436332,5.69976,150.801,2.59337,1606.21,1613.28
0.436332,6.37032,187.382,0.943775,1984.61,1993.44
0.453786,0.33528,5.19971,4.33798,77.4722,77.7676
0.453786,1.00584,12.678,5.00703,160.125,160.704
0.453786,1.6764,22.9095,5.32724,270.132,271.154
0.453786,2.34696,35.8881,5.31028,407.489,409.101
0.453786,3.01752,51.628,4.96134,572.376,574.721
0.453786,3.68808,70.1008,4.27848,764.478,767.698
0.453786,4.35864,92.1363,3.29348,992.751,997.023
0.453786,5.0292,118.532,1.97313,1265.47,1271.01
0.453786,5.69976,148.78,0.254611,1576.93,1583.93
0.453786,6.37032,184.671,-1.8998,1945.89,1954.63
0.471239,0.33528,5.33846,4.25047,79.6803,79.972
0.471239,1.00584,12.8045,4.76135,161.72,162.296
0.471239,1.6764,22.9429,4.89641,270.101,271.118
0.471239,2.34696,35.7589,4.66938,404.955,406.557
0.471239,3.01752,51.2442,4.0818,566.201,568.53
0.471239,3.68808,69.3927,3.13503,753.782,756.976
0.471239,4.35864,91.1003,1.84844,977.314,981.553
0.471239,5.0292,117.007,0.173016,1243.34,1248.83
0.471239,5.69976,146.735,-1.94272,1547.54,1554.48
0.471239,6.37032,181.918,-4.56061,1906.95,1915.62
0.488692,0.33528,5.47322,4.15519,81.8226,82.1107
0.488692,1.00584,12.9233,4.51362,163.199,163.772
0.488692,1.6764,22.9647,4.47262,269.912,270.924
0.488692,2.34696,35.6124,4.04773,402.209,403.803
0.488692,3.01752,50.8385,3.23814,559.788,562.101
0.488692,3.68808,68.6632,2.04764,742.887,746.056
0.488692,4.35864,90.0372,0.481222,961.659,965.864
0.488692,5.0292,115.452,-1.52041,1221,1226.45
0.488692,5.69976,144.652,-4.00146,1517.94,1524.83
0.488692,6.37032,179.122,-7.04253,1867.84,1876.42
0.506145,0.33528,5.60438,4.05294,83.9046,84.1892
0.506145,1.00584,13.0325,4.26371,164.538,165.109
0.506145,1.6764,22.9748,4.05637,269.566,270.574
0.506145,2.34696,35.4391,3.44486,399.152,400.737
0.506145,3.01752,50.4142,2.43063,553.185,555.483
0.506145,3.68808,67.9124,1.01568,731.808,734.954
0.506145,4.35864,88.9475,-0.809293,945.803,949.977
0.506145,5.0292,113.866,-3.10916,1198.49,1203.89
0.506145,5.69976,142.53,-5.92438,1488.14,1494.97
0.506145,6.37032,176.258,-9.34837,1828.33,1836.83
0.523599,0.33528,5.73176,3.9441,85.9242,86.2054
0.523599,1.00584,13.1299,4.01169,165.714,166.282
0.523599,1.6764,22.9733,3.64815,269.069,270.072
0.523599,2.34696,35.2507,2.86251,395.921,397.497
0.523599,3.01752,49.9718,1.65912,546.404,548.687
0.523599,3.68808,67.1407,0.0384521,720.564,723.685
0.523599,4.35864,87.8316,-2.02433,929.771,933.912
0.523599,5.0292,112.233,-4.59463,1175.64,1180.99
0.523599,5.69976,140.329,-7.71224,1457.76,1464.52
0.523599,6.37032,173.329,-11.4815,1788.45,1796.87
0.541052,0.33528,5.85525,3.82905,87.8794,88.1574
0.541052,1.00584,13.2193,3.75935,166.774,167.34
0.541052,1.6764,22.9557,3.24776,268.37,269.37
0.541052,2.34696,35.0472,2.30093,392.525,394.093
0.541052,3.01752,49.5116,0.923455,539.459,541.727
0.541052,3.68808,66.3488,-0.884802,709.17,712.268
0.541052,4.35864,86.6685,-3.16443,913.353,917.461
0.541052,5.0292,110.552,-5.97832,1152.48,1157.78
0.541052,5.69976,138.093,-9.36942,1427.27,1433.96
0.541052,6.37032,170.36,-13.4476,1748.54,1756.87
0.558505,0.33528,5.97158,3.70621,89.7216,89.9965
0.558505,1.00584,13.3006,3.50718,167.72,168.284
0.558505,1.6764,22.9225,2.8559,267.482,268.478
0.558505,2.34696,34.8291,1.76021,388.974,390.534
0.558505,3.01752,49.0341,0.223275,532.362,534.615
0.558505,3.68808,65.5199,-1.75459,697.46,700.533
0.558505,4.35864,85.474,-4.23104,896.733,900.808
0.558505,5.0292,108.843,-7.26333,1129.22,1134.48
0.558505,5.69976,135.823,-10.8996,1396.71,1403.34
0.558505,6.37032,167.354,-15.2516,1708.62,1716.87
0.575959,0.33528,6.08342,3.57789,91.4908,91.7626
0.575959,1.00584,13.3739,3.25562,168.554,169.115
0.575959,1.6764,22.8778,2.47351,266.456,267.447
0.575959,2.34696,34.5968,1.2404,385.276,386.828
0.575959,3.01752,48.5322,-0.441797,525.043,527.282
0.575959,3.68808,64.6682,-2.57187,685.593,688.641
0.575959,4.35864,84.2559,-5.22612,880.004,884.043
0.575959,5.0292,107.108,-8.45248,1105.9,1111.11
0.575959,5.69976,133.522,-12.3065,1366.11,1372.68
0.575959,6.37032,164.312,-16.8991,1668.74,1676.9
0.593412,0.33528,6.19089,3.44462,93.1892,93.4581
0.593412,1.00584,13.4393,3.00511,169.278,169.837
0.593412,1.6764,22.822,2.10087,265.296,266.284
0.593412,2.34696,34.3506,0.741435,381.441,382.985
0.593412,3.01752,48.0066,-1.072,517.517,519.74
0.593412,3.68808,63.7984,-3.33795,673.631,676.653
0.593412,4.35864,83.0152,-6.1516,863.186,867.191
0.593412,5.0292,105.348,-9.54877,1082.54,1087.7
0.593412,5.69976,131.19,-13.5945,1335.52,1342.01
0.593412,6.37032,161.238,-18.3955,1628.95,1637.01
0.610865,0.33528,6.29396,3.3068,94.8162,95.0824
0.610865,1.00584,13.4966,2.75601,169.892,170.45
0.610865,1.6764,22.7553,1.73821,264.01,264.995
0.610865,2.34696,34.0849,0.263159,377.409,378.946
0.610865,3.01752,47.4655,-1.66796,509.88,512.087
0.610865,3.68808,62.9117,-4.05417,661.589,664.586
0.610865,4.35864,81.7534,-7.00953,846.304,850.273
0.610865,5.0292,103.566,-10.5553,1059.18,1064.28
0.610865,5.69976,128.831,-14.7676,1304.95,1311.38
0.610865,6.37032,158.135,-19.7468,1589.28,1597.25
0.628319,0.33528,6.39258,3.1648,96.3716,96.6352
0.628319,1.00584,13.5416,2.50788,170.344,170.9
0.628319,1.6764,22.6779,1.38572,262.604,263.585
0.628319,2.34696,33.8022,-0.19437,373.215,374.743
0.628319,3.01752,46.9098,-2.2304,502.144,504.335
0.628319,3.68808,62.0093,-4.72196,649.488,652.459
0.628319,4.35864,80.4721,-7.8021,829.382,833.313
0.628319,5.0292,101.762,-11.4754,1035.84,1040.89
0.628319,5.69976,126.434,-15.8286,1274.32,1280.68
0.628319,6.37032,154.971,-20.9542,1549.43,1557.31
0.645772,0.33528,6.4862,3.01876,97.8472,98.1084
0.645772,1.00584,13.5788,2.26208,170.693,171.247
0.645772,1.6764,22.5905,1.04355,261.084,262.062
0.645772,2.34696,33.5073,-0.631284,368.914,370.433
0.645772,3.01752,46.3406,-2.76006,494.326,496.501
0.645772,3.68808,61.0925,-5.34281,637.347,640.291
0.645772,4.35864,79.173,-8.5315,812.443,816.336
0.645772,5.0292,99.9193,-12.3098,1012.35,1017.34
0.645772,5.69976,123.996,-16.781,1243.62,1249.9
0.645772,6.37032,151.783,-22.0277,1509.8,1517.57
0.663225,0.33528,6.57317,2.86837,99.2184,99.4772
0.663225,1.00584,13.6085,2.01894,170.943,171.496
0.663225,1.6764,22.4891,0.711676,259.412,260.385
0.663225,2.34696,33.2009,-1.04787,364.516,366.027
0.663225,3.01752,45.7588,-3.25782,486.441,488.599
0.663225,3.68808,60.1629,-5.91828,625.184,628.1
0.663225,4.35864,77.8395,-9.19787,795.321,799.174
0.663225,5.0292,98.0543,-13.0632,988.878,993.814
0.663225,5.69976,121.54,-17.6315,1213.08,1219.28
0.663225,6.37032,148.577,-22.9735,1470.43,1478.1
0.680678,0.33528,6.65561,2.71504,100.517,100.774
0.680678,1.00584,13.631,1.77874,171.098,171.649
0.680678,1.6764,22.3761,0.390353,257.613,258.584
0.680678,2.34696,32.8838,-1.4445,360.034,361.535
0.680678,3.01752,45.1657,-3.72459,478.503,480.644
0.680678,3.68808,59.2442,-6.45246,613.251,616.14
0.680678,4.35864,76.49,-9.80517,778.212,782.024
0.680678,5.0292,96.1757,-13.7398,965.522,970.398
0.680678,5.69976,119.069,-18.3848,1182.72,1188.84
0.680678,6.37032,145.356,-23.798,1431.37,1438.93
0.698132,0.33528,6.73357,2.55914,101.745,102
0.698132,1.00584,13.6464,1.54176,171.162,171.712
0.698132,1.6764,22.2543,0.0796793,255.723,256.69
0.698132,2.34696,32.5568,-1.82159,355.477,356.97
0.698132,3.01752,44.5603,-4.16118,470.506,472.629
0.698132,3.68808,58.3217,-6.94581,601.394,604.255
0.698132,4.35864,75.1288,-10.3562,761.161,764.929
0.698132,5.0292,94.2862,-14.3434,942.309,947.123
