Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.349066,3.68808,1.87508,0.682473,-0.178448,2.00338
0.349066,4.35864,2.50439,0.911524,-0.238339,2.67575
0.349066,5.0292,3.02408,1.10067,-0.287796,3.231
0.349066,5.69976,3.5493,1.29184,-0.337781,3.79216
0.349066,6.37032,3.48756,1.26937,-0.331905,3.72619
0.366519,0.33528,0.0305511,0.0117274,-0.00290639,0.0328534
0.366519,1.00584,0.210945,0.0809743,-0.0200677,0.226842
0.366519,1.6764,0.490523,0.188294,-0.0466647,0.52749
0.366519,2.34696,0.871281,0.334453,-0.082887,0.936942
0.366519,3.01752,1.35342,0.51953,-0.128754,1.45542
0.366519,3.68808,1.93062,0.741094,-0.183664,2.07611
0.366519,4.35864,2.56814,0.985817,-0.244313,2.76168
0.366519,5.0292,3.12235,1.19856,-0.297037,3.35765
0.366519,5.69976,3.69433,1.41812,-0.351451,3.97274
0.366519,6.37032,3.70888,1.42371,-0.352834,3.98838
0.383972,0.33528,0.0407818,0.0164769,-0.00387679,0.0441551
0.383972,1.00584,0.229158,0.092586,-0.0217842,0.248113
0.383972,1.6764,0.51653,0.208692,-0.0491023,0.559256
0.383972,2.34696,0.909694,0.36754,-0.0864771,0.98494
0.383972,3.01752,1.39594,0.563996,-0.1327,1.5114
0.383972,3.68808,1.98533,0.802126,-0.188729,2.14955
0.383972,4.35864,2.63214,1.06345,-0.250216,2.84986
0.383972,5.0292,3.22081,1.30129,-0.306175,3.48722
0.383972,5.69976,3.83934,1.55119,-0.364974,4.15692
0.383972,6.37032,3.93595,1.59023,-0.374158,4.26151
0.401426,0.33528,0.0501152,0.0212727,-0.00475875,0.0546508
0.401426,1.00584,0.247728,0.105154,-0.0235233,0.270148
0.401426,1.6764,0.542631,0.230333,-0.0515262,0.59174
0.401426,2.34696,0.941087,0.399468,-0.0893621,1.02626
0.401426,3.01752,1.43791,0.610355,-0.136538,1.56804
0.401426,3.68808,2.03911,0.865551,-0.193626,2.22365
0.401426,4.35864,2.69623,1.14448,-0.256024,2.94025
0.401426,5.0292,3.31921,1.40892,-0.31518,3.61961
0.401426,5.69976,3.98399,1.69111,-0.378305,4.34456
0.401426,6.37032,4.14025,1.75743,-0.393143,4.51496
0.418879,0.33528,0.0599157,0.0266762,-0.00568094,0.0658315
0.418879,1.00584,0.264001,0.117541,-0.0250314,0.290067
0.418879,1.6764,0.568763,0.253229,-0.0539275,0.624919
0.418879,2.34696,0.972154,0.432831,-0.0921753,1.06814
0.418879,3.01752,1.47923,0.658597,-0.140254,1.62528
0.418879,3.68808,2.09183,0.931343,-0.198338,2.29837
0.418879,4.35864,2.76025,1.22894,-0.261715,3.03279
0.418879,5.0292,3.40486,1.51594,-0.322834,3.74104
0.418879,5.69976,4.08831,1.82023,-0.387635,4.49197
0.418879,6.37032,4.29435,1.91197,-0.407172,4.71836
0.436332,0.33528,0.0701574,0.032715,-0.00663965,0.0776944
0.436332,1.00584,0.280185,0.130652,-0.0265165,0.310285
0.436332,1.6764,0.592433,0.276256,-0.0560674,0.656078
0.436332,2.34696,1.00284,0.467632,-0.0949081,1.11057
0.436332,3.01752,1.51982,0.708703,-0.143835,1.68309
0.436332,3.68808,2.14337,0.999472,-0.202847,2.37364
0.436332,4.35864,2.81021,1.31042,-0.265956,3.1121
0.436332,5.0292,3.47483,1.62034,-0.328855,3.84813
0.436332,5.69976,4.1892,1.95346,-0.396463,4.63924
0.436332,6.37032,4.45032,2.07522,-0.421175,4.92842
0.453786,0.33528,0.080812,0.0394146,-0.00763085,0.0902348
0.453786,1.00584,0.296497,0.144611,-0.0279974,0.331069
0.453786,1.6764,0.614112,0.299522,-0.0579888,0.685718
0.453786,2.34696,1.03307,0.503862,-0.0975499,1.15353
0.453786,3.01752,1.55957,0.760654,-0.147266,1.74142
0.453786,3.68808,2.18264,1.06454,-0.2061,2.43714
0.453786,4.35864,2.85653,1.39322,-0.269734,3.18961
0.453786,5.0292,3.54376,1.72841,-0.334627,3.95696
0.453786,5.69976,4.27373,2.08444,-0.403556,4.77206
0.453786,6.37032,4.60768,2.24732,-0.43509,5.14494
0.471239,0.33528,0.0906,0.046163,-0.00853257,0.10204
0.471239,1.00584,0.312893,0.159427,-0.0294678,0.352402
0.471239,1.6764,0.635575,0.323842,-0.0598576,0.71583
0.471239,2.34696,1.06277,0.541509,-0.10009,1.19697
0.471239,3.01752,1.59173,0.811028,-0.149907,1.79272
0.471239,3.68808,2.22044,1.13137,-0.209118,2.50082
0.471239,4.35864,2.90202,1.47866,-0.273308,3.26846
0.471239,5.0292,3.61146,1.84013,-0.340122,4.06748
0.471239,5.69976,4.35574,2.21936,-0.410217,4.90574
0.471239,6.37032,4.76594,2.42837,-0.448849,5.36774
0.488692,0.33528,0.100451,0.0534108,-0.00943167,0.114158
0.488692,1.00584,0.329327,0.175106,-0.0309216,0.374266
0.488692,1.6764,0.656769,0.34921,-0.0616661,0.746389
0.488692,2.34696,1.091,0.580095,-0.102437,1.23987
0.488692,3.01752,1.62161,0.862227,-0.152258,1.84289
0.488692,3.68808,2.25682,1.19997,-0.2119,2.56477
0.488692,4.35864,2.94654,1.5667,-0.27666,3.34861
0.488692,5.0292,3.67773,1.95549,-0.345314,4.17958
0.488692,5.69976,4.43878,2.36014,-0.41677,5.04447
0.488692,6.37032,4.92459,2.61845,-0.462385,5.59658
0.506145,0.33528,0.110546,0.0612769,-0.0103438,0.126816
0.506145,1.00584,0.344904,0.191183,-0.0322727,0.395666
0.506145,1.6764,0.677635,0.375619,-0.0634064,0.777367
0.506145,2.34696,1.11405,0.617527,-0.104242,1.27801
0.506145,3.01752,1.65043,0.914848,-0.154431,1.89333
0.506145,3.68808,2.29167,1.27029,-0.214431,2.62895
0.506145,4.35864,2.98994,1.65735,-0.279769,3.42999
0.506145,5.0292,3.74239,2.07444,-0.350175,4.29318
0.506145,5.69976,4.52072,2.50588,-0.423004,5.18606
0.506145,6.37032,5.05287,2.80085,-0.472797,5.79653
