Azimuth Angle,Radius Location,Lift_X,Lift_Y,Lift_Z,Lift_Mag
0.733038,1.6764,0,15.0504,252.21,252.659
0.733038,2.34696,0,18.2719,347.182,347.663
0.733038,3.01752,0,21.7838,455.832,456.352
0.733038,3.68808,0,25.669,579.97,580.538
0.733038,4.35864,0,30.3622,730.376,731.007
0.733038,5.0292,0,35.5257,900.417,901.117
0.733038,5.69976,0,41.4524,1098.19,1098.97
0.733038,6.37032,0,48.0673,1322.79,1323.67
0.750492,0.33528,0,9.33895,104.85,105.265
0.750492,1.00584,0,11.7568,170.977,171.38
0.750492,1.6764,0,14.4151,250.123,250.538
0.750492,2.34696,0,17.3286,342.434,342.872
0.750492,3.01752,0,20.4907,447.749,448.218
0.750492,3.68808,0,23.9949,568.238,568.744
0.750492,4.35864,0,28.211,713.669,714.227
0.750492,5.0292,0,32.8348,877.83,878.444
0.750492,5.69976,0,38.1472,1068.94,1069.62
0.750492,6.37032,0,44.0482,1285.32,1286.07
0.767945,0.33528,0,9.18057,105.814,106.211
0.767945,1.00584,0,11.388,170.705,171.084
0.767945,1.6764,0,13.7996,247.975,248.358
0.767945,2.34696,0,16.4224,337.646,338.045
0.767945,3.01752,0,19.2568,439.686,440.107
0.767945,3.68808,0,22.4036,556.569,557.02
0.767945,4.35864,0,26.1744,697.109,697.6
0.767945,5.0292,0,30.2956,855.493,856.03
0.767945,5.69976,0,35.0319,1039.92,1040.51
0.767945,6.37032,0,40.2697,1248.2,1248.85
0.785398,0.33528,0,9.01837,106.692,107.073
0.785398,1.00584,0,11.0263,170.365,170.722
0.785398,1.6764,0,13.2043,245.774,246.129
0.785398,2.34696,0,15.5535,332.84,333.203
0.785398,3.01752,0,18.0813,431.658,432.036
0.785398,3.68808,0,20.8936,544.984,545.385
0.785398,4.35864,0,24.2496,680.719,681.151
0.785398,5.0292,0,27.9001,833.319,833.786
0.785398,5.69976,0,32.1028,1011.23,1011.74
0.785398,6.37032,0,36.7289,1211.64,1212.2
0.802851,0.33528,0,8.85507,107.509,107.874
0.802851,1.00584,0,10.6726,169.964,170.299
0.802851,1.6764,0,12.6287,243.515,243.842
0.802851,2.34696,0,14.722,328.028,328.358
0.802851,3.01752,0,16.9632,423.681,424.02
0.802851,3.68808,0,19.463,533.504,533.859
0.802851,4.35864,0,22.4309,664.449,664.827
0.802851,5.0292,0,25.6467,811.416,811.822
0.802851,5.69976,0,29.3559,982.969,983.408
0.802851,6.37032,0,33.4171,1175.66,1176.14
0.820305,0.33528,0,8.69136,108.269,108.617
0.820305,1.00584,0,10.3274,169.507,169.821
0.820305,1.6764,0,12.0722,241.184,241.486
0.820305,2.34696,0,13.9274,323.223,323.523
0.820305,3.01752,0,15.9016,415.77,416.074
0.820305,3.68808,0,18.1095,522.135,522.449
0.820305,4.35864,0,20.7167,648.354,648.685
0.820305,5.0292,0,23.5322,789.854,790.204
0.820305,5.69976,0,26.785,955.167,955.543
0.820305,6.37032,0,30.3258,1140.32,1140.72
0.837758,0.33528,0,8.52794,108.973,109.306
0.837758,1.00584,0,9.99127,169,169.295
0.837758,1.6764,0,11.537,238.829,239.107
0.837758,2.34696,0,13.1694,318.437,318.709
0.837758,3.01752,0,14.8951,407.942,408.214
0.837758,3.68808,0,16.8289,510.831,511.109
0.837758,4.35864,0,19.1052,632.504,632.793
0.837758,5.0292,0,21.5516,768.66,768.962
0.837758,5.69976,0,24.3834,927.861,928.181
0.837758,6.37032,0,27.4462,1105.65,1105.99
0.855211,0.33528,0,8.36545,109.624,109.943
0.855211,1.00584,0,9.66473,168.449,168.726
0.855211,1.6764,0,11.0231,236.457,236.714
0.855211,2.34696,0,12.4475,313.682,313.929
0.855211,3.01752,0,13.9424,400.208,400.451
0.855211,3.68808,0,15.6221,499.691,499.936
0.855211,4.35864,0,17.593,616.923,617.173
0.855211,5.0292,0,19.6999,747.862,748.121
0.855211,5.69976,0,22.1443,901.083,901.355
0.855211,6.37032,0,24.7693,1071.68,1071.97
0.872665,0.33528,0,8.20451,110.227,110.532
0.872665,1.00584,0,9.34822,167.86,168.12
0.872665,1.6764,0,10.5307,234.079,234.316
0.872665,2.34696,0,11.7611,308.97,309.194
0.872665,3.01752,0,13.0402,392.525,392.742
0.872665,3.68808,0,14.4867,488.734,488.949
0.872665,4.35864,0,16.1766,601.632,601.85
0.872665,5.0292,0,17.9766,727.671,727.893
0.872665,5.69976,0,20.061,874.867,875.097
0.872665,6.37032,0,22.2862,1038.47,1038.71
0.890118,0.33528,0,8.04572,110.785,111.077
0.890118,1.00584,0,9.04213,167.24,167.484
0.890118,1.6764,0,10.0598,231.703,231.921
0.890118,2.34696,0,11.1097,304.314,304.516
0.890118,3.01752,0,12.1892,384.97,385.163
0.890118,3.68808,0,13.4203,477.979,478.167
0.890118,4.35864,0,14.8522,586.655,586.843
0.890118,5.0292,0,16.3721,707.959,708.149
0.890118,5.69976,0,18.1266,849.243,849.436
0.890118,6.37032,0,19.9877,1006.03,1006.23
0.907571,0.33528,0,7.88962,111.301,111.58
0.907571,1.00584,0,8.74682,166.594,166.824
